ts,user_id,country_id,site_id
2019-02-01 21:17:28,LC303E,K1R,N0OTG
2019-02-01 21:17:36,LCCC36,BDV,5NPAU
2019-02-01 21:19:40,LCC3C9,QLT,5NPAU
2019-02-01 21:23:46,LC3070,TL6,QGO3G
2019-02-01 21:24:31,LC3191,BDV,5NPAU
2019-02-01 21:25:14,LC34E1,QLT,N0OTG
2019-02-01 21:26:56,LC3636,QLT,5NPAU
2019-02-01 21:27:42,LCC387,BDV,5NPAU
2019-02-01 21:29:35,LC3423,QLT,5NPAU
2019-02-01 21:32:44,LC3DDC,BDV,5NPAU
2019-02-01 21:33:05,LCAC3F,QLT,N0OTG
2019-02-01 21:35:49,LC3C32,BDV,5NPAU
2019-02-01 21:38:31,LC3DB4,TL6,N0OTG
2019-02-01 21:40:14,LC3152,TL6,N0OTG
2019-02-01 21:48:27,LC3D21,BDV,N0OTG
2019-02-01 21:48:38,LC356D,TL6,N0OTG
2019-02-01 21:51:43,LC322C,TL6,N0OTG
2019-02-01 21:52:10,LC3043,TL6,QGO3G
2019-02-01 21:55:45,LC38D1,TL6,QGO3G
2019-02-01 21:57:23,LC3BF9,XA7,N0OTG
2019-02-01 21:59:41,LCC32D,BDV,5NPAU
2019-02-01 22:01:34,LC3498,TL6,QGO3G
2019-02-01 22:02:40,LC0C3B,TL6,QGO3G
2019-02-01 22:03:22,LC32F5,TL6,N0OTG
2019-02-01 22:04:16,LC3EE5,TL6,N0OTG
2019-02-01 22:05:06,LC3EE5,TL6,N0OTG
2019-02-01 22:10:53,LC30DC,BDV,5NPAU
2019-02-01 22:14:56,LC32F5,TL6,N0OTG
2019-02-01 22:15:28,LC33CF,TL6,N0OTG
2019-02-01 22:20:05,LC6C35,TL6,QGO3G
2019-02-01 22:21:09,LC12C3,TL6,QGO3G
2019-02-01 22:24:32,LC32F5,TL6,N0OTG
2019-02-01 22:25:22,LC32F5,TL6,N0OTG
2019-02-01 22:27:28,LC31E7,XA7,N0OTG
2019-02-01 22:30:32,LC307B,TL6,QGO3G
2019-02-01 22:33:50,LC3FCA,XA7,N0OTG
2019-02-01 22:36:35,LC3491,QLT,5NPAU
2019-02-01 22:37:14,LC3B00,BDV,5NPAU
2019-02-01 22:40:02,LC62C3,TL6,QGO3G
2019-02-01 22:41:22,LC32BE,BDV,N0OTG
2019-02-01 22:43:39,LC3381,TL6,QGO3G
2019-02-01 22:48:24,LC3381,TL6,QGO3G
2019-02-01 22:49:38,LC3BC8,BDV,5NPAU
2019-02-01 22:49:39,LC06C3,TL6,N0OTG
2019-02-01 22:50:26,LC32F2,BDV,5NPAU
2019-02-01 22:51:18,LC3FC4,BDV,5NPAU
2019-02-01 22:51:30,LC3FC4,BDV,5NPAU
2019-02-01 22:57:42,LC3E2A,TL6,QGO3G
2019-02-01 22:59:00,LC3FC4,BDV,5NPAU
2019-02-01 23:00:10,LCC3F4,BDV,5NPAU
2019-02-01 23:04:27,LC37DC,BDV,5NPAU
2019-02-01 23:05:52,LC3B49,TL6,N0OTG
2019-02-01 23:09:08,LC06C3,TL6,N0OTG
2019-02-01 23:09:22,LC31D9,QLT,5NPAU
2019-02-01 23:09:55,LC06C3,TL6,N0OTG
2019-02-01 23:13:23,LC06C3,TL6,N0OTG
2019-02-01 23:16:26,LC06C3,TL6,N0OTG
2019-02-01 23:18:50,LC329F,BDV,5NPAU
2019-02-01 23:21:44,LC6C32,BDV,5NPAU
2019-02-01 23:21:49,LC383A,TL6,QGO3G
2019-02-01 23:28:45,LC352D,TL6,N0OTG
2019-02-01 23:36:07,LC31A1,TL6,N0OTG
2019-02-01 23:39:39,LC32B4,TL6,N0OTG
2019-02-01 23:41:52,LC3BFC,TL6,N0OTG
2019-02-01 23:43:14,LC3404,TL6,N0OTG
2019-02-01 23:44:52,LC3FCA,XA7,N0OTG
2019-02-01 23:48:06,LC383A,TL6,QGO3G
2019-02-01 23:48:32,LC32E0,TL6,QGO3G
2019-02-01 23:50:49,LC06C3,TL6,N0OTG
2019-02-01 23:51:17,LC3B99,TL6,QGO3G
2019-02-01 23:53:17,LC30DC,TL6,N0OTG
2019-02-01 23:53:39,LC360B,TL6,N0OTG
2019-02-01 23:54:39,LC3568,TL6,RT9Z6
2019-02-02 00:02:51,LC3245,TL6,N0OTG
2019-02-02 00:03:27,LC06C3,TL6,N0OTG
2019-02-02 00:04:06,LC06C3,TL6,N0OTG
2019-02-02 00:22:32,LC3928,TL6,QGO3G
2019-02-02 00:24:09,LC3E60,TL6,N0OTG
2019-02-02 00:25:01,LC3596,QLT,N0OTG
2019-02-02 00:44:42,LC3EE1,TL6,N0OTG
2019-02-02 00:53:11,LC3A40,BDV,5NPAU
2019-02-02 00:54:58,LC3A59,TL6,N0OTG
2019-02-02 00:55:34,LC3A59,TL6,N0OTG
2019-02-02 00:56:18,LC3A59,TL6,N0OTG
2019-02-02 00:56:24,LC3498,TL6,N0OTG
2019-02-02 00:56:27,LC3A59,TL6,N0OTG
2019-02-02 00:57:03,LC3FEB,TL6,N0OTG
2019-02-02 01:05:42,LC3EA8,TL6,N0OTG
2019-02-02 01:06:24,LC31E2,TL6,N0OTG
2019-02-02 01:06:51,LC3836,TL6,QGO3G
2019-02-02 01:06:58,LC3F17,TL6,QGO3G
2019-02-02 01:10:37,LC3B47,TL6,N0OTG
2019-02-02 01:11:19,LC3A59,TL6,N0OTG
2019-02-02 01:11:39,LC3A59,TL6,N0OTG
2019-02-02 01:11:51,LC3651,XA7,N0OTG
2019-02-02 01:14:38,LC31E2,TL6,N0OTG
2019-02-02 01:16:35,LC3D49,TL6,N0OTG
2019-02-02 01:19:49,LCFEC3,TL6,N0OTG
2019-02-02 01:20:12,LC3C1C,TL6,N0OTG
2019-02-02 01:22:18,LC3C1C,TL6,N0OTG
2019-02-02 01:31:16,LCC383,BDV,5NPAU
2019-02-02 01:35:32,LC3BE6,TL6,N0OTG
2019-02-02 01:37:53,LC33D5,TL6,N0OTG
2019-02-02 01:37:53,LC3BFD,TL6,N0OTG
2019-02-02 01:41:26,LC3452,TL6,N0OTG
2019-02-02 01:43:41,LCFC36,QLT,5NPAU
2019-02-02 01:48:42,LC313C,TL6,N0OTG
2019-02-02 01:49:31,LC300A,TL6,QGO3G
2019-02-02 01:49:36,LC3DEC,XA7,N0OTG
2019-02-02 02:00:26,LC347D,TL6,QGO3G
2019-02-02 02:02:16,LCFC36,QLT,5NPAU
2019-02-02 02:02:58,LC3E65,TL6,QGO3G
2019-02-02 02:06:55,LC376D,TL6,N0OTG
2019-02-02 02:08:27,LC59C3,TL6,N0OTG
2019-02-02 02:21:56,LC3FD2,TL6,QGO3G
2019-02-02 02:23:32,LC3201,HVQ,GVOFK
2019-02-02 02:30:24,LC3910,XA7,N0OTG
2019-02-02 02:37:46,LC11C3,TL6,N0OTG
2019-02-02 02:39:16,LCC367,TL6,N0OTG
2019-02-02 02:39:18,LCC31D,XA7,N0OTG
2019-02-02 02:45:59,LC3F7A,TL6,N0OTG
2019-02-02 02:59:13,LC3B5A,TL6,N0OTG
2019-02-02 03:05:22,LC31C6,TL6,3POLC
2019-02-02 03:13:13,LC31C6,TL6,3POLC
2019-02-02 03:15:01,LC3286,TL6,N0OTG
2019-02-02 03:15:26,LC326E,TL6,QGO3G
2019-02-02 03:16:19,LC326E,TL6,QGO3G
2019-02-02 03:16:55,LC36F3,TL6,N0OTG
2019-02-02 03:17:36,LC39A0,TL6,N0OTG
2019-02-02 03:19:21,LC3259,TL6,N0OTG
2019-02-02 03:22:00,LC35A1,TL6,N0OTG
2019-02-02 03:24:20,LC3EE7,TL6,N0OTG
2019-02-02 03:32:51,LC3C8A,TL6,N0OTG
2019-02-02 03:48:20,LC3C56,TL6,N0OTG
2019-02-02 03:52:50,LC3C56,TL6,N0OTG
2019-02-02 04:08:41,LC34F0,HVQ,GVOFK
2019-02-02 04:10:24,LC3F36,TL6,N0OTG
2019-02-02 04:12:41,LC3949,TL6,QGO3G
2019-02-02 04:15:40,LC3949,TL6,QGO3G
2019-02-02 04:26:38,LC3C43,TL6,N0OTG
2019-02-02 05:07:13,LCEC3D,TL6,QGO3G
2019-02-02 05:12:35,LC3906,TL6,3POLC
2019-02-02 05:16:12,LC3D1B,TL6,N0OTG
2019-02-02 05:16:24,LC3906,TL6,3POLC
2019-02-02 05:18:45,LC3906,TL6,3POLC
2019-02-02 05:19:03,LC3906,TL6,3POLC
2019-02-02 05:28:15,LC3575,TL6,N0OTG
2019-02-02 05:49:19,LC3B3A,TL6,N0OTG
2019-02-02 06:48:04,LC3F3F,TL6,N0OTG
2019-02-02 07:24:26,LC3BC7,XA7,N0OTG
2019-02-02 07:35:22,LC38B7,TL6,N0OTG
2019-02-02 07:46:07,LC316F,QLT,N0OTG
2019-02-02 07:52:07,LC3A7C,HVQ,3POLC
2019-02-02 07:53:59,LC3D7E,NVV,N0OTG
2019-02-02 08:15:40,LC3481,TL6,N0OTG
2019-02-02 08:18:16,LC316F,QLT,N0OTG
2019-02-02 08:34:39,LC0EC3,TL6,QGO3G
2019-02-02 08:40:18,LC3E6F,QLT,N0OTG
2019-02-02 09:08:10,LC3BB6,QLT,5NPAU
2019-02-02 09:08:12,LC3BB6,QLT,5NPAU
2019-02-02 09:33:29,LC33F6,QLT,5NPAU
2019-02-02 09:37:08,LC33F6,QLT,5NPAU
2019-02-02 09:51:32,LC3153,TL6,N0OTG
2019-02-02 10:03:13,LC1AC3,QLT,5NPAU
2019-02-02 10:06:49,LC362C,QLT,5NPAU
2019-02-02 10:09:45,LC3A3A,QLT,5NPAU
2019-02-02 10:16:21,LC36E8,QLT,5NPAU
2019-02-02 10:19:59,LCAC34,QLT,N0OTG
2019-02-02 10:31:15,LC344C,QLT,5NPAU
2019-02-02 10:39:36,LC364F,QLT,5NPAU
2019-02-02 10:39:50,LC389A,BDV,5NPAU
2019-02-02 10:42:58,LC31A0,QLT,5NPAU
2019-02-02 10:42:59,LC31A0,QLT,5NPAU
2019-02-02 10:43:01,LC31A0,QLT,5NPAU
2019-02-02 10:43:10,LC31A0,QLT,5NPAU
2019-02-02 10:52:55,LC32A4,BDV,5NPAU
2019-02-02 10:59:29,LC3509,BDV,N0OTG
2019-02-02 11:02:02,LC3C1C,TL6,N0OTG
2019-02-02 11:12:08,LCC317,QLT,5NPAU
2019-02-02 11:14:28,LC31C2,QLT,5NPAU
2019-02-02 11:14:46,LC32A3,QLT,5NPAU
2019-02-02 11:19:30,LC3A59,TL6,N0OTG
2019-02-02 11:22:49,LC37A1,QLT,5NPAU
2019-02-02 11:27:19,LC3A16,HVQ,GVOFK
2019-02-02 11:28:05,LC3BAB,QLT,5NPAU
2019-02-02 11:29:01,LC3A59,TL6,N0OTG
2019-02-02 11:29:44,LC3A59,TL6,N0OTG
2019-02-02 11:30:28,LC3A59,TL6,N0OTG
2019-02-02 11:30:31,LC3FBB,BDV,5NPAU
2019-02-02 11:30:53,LC3A59,TL6,N0OTG
2019-02-02 11:31:18,LC3A59,TL6,N0OTG
2019-02-02 11:33:12,LC3CF0,QLT,5NPAU
2019-02-02 11:41:02,LC3A59,TL6,N0OTG
2019-02-02 11:46:47,LC366D,BDV,5NPAU
2019-02-02 11:52:01,LC3A59,TL6,N0OTG
2019-02-02 11:52:29,LC3A59,TL6,N0OTG
2019-02-02 11:52:59,LC3A59,TL6,N0OTG
2019-02-02 11:53:34,LC335F,QLT,5NPAU
2019-02-02 12:00:41,LC395E,HVQ,GVOFK
2019-02-02 12:00:50,LC38AA,QLT,5NPAU
2019-02-02 12:04:34,LC3A59,TL6,N0OTG
2019-02-02 12:04:47,LC3A59,TL6,N0OTG
2019-02-02 12:17:01,LC3BBE,TL6,N0OTG
2019-02-02 12:18:35,LC38AD,BDV,5NPAU
2019-02-02 12:22:19,LC347A,BDV,5NPAU
2019-02-02 12:29:50,LC384C,QLT,5NPAU
2019-02-02 12:30:34,LC39F7,TL6,QGO3G
2019-02-02 12:30:38,LC7C35,QLT,5NPAU
2019-02-02 12:34:13,LC3728,TL6,QGO3G
2019-02-02 12:42:39,LC35E8,BDV,5NPAU
2019-02-02 12:43:24,LC78C3,TL6,N0OTG
2019-02-02 12:44:57,LC319C,QLT,5NPAU
2019-02-02 12:46:07,LC3C8E,QLT,5NPAU
2019-02-02 12:47:26,LC3D86,TL6,QGO3G
2019-02-02 12:47:39,LC32C3,BDV,5NPAU
2019-02-02 12:49:56,LC32C3,BDV,5NPAU
2019-02-02 12:53:16,LC3A95,TL6,N0OTG
2019-02-02 12:58:45,LC310B,QLT,N0OTG
2019-02-02 13:07:06,LC3739,QLT,5NPAU
2019-02-02 13:07:26,LC3049,TL6,N0OTG
2019-02-02 13:08:14,LC3CD0,QLT,5NPAU
2019-02-02 13:08:40,LCCAC3,BDV,5NPAU
2019-02-02 13:09:13,LC348A,QLT,N0OTG
2019-02-02 13:09:27,LCCAC3,BDV,5NPAU
2019-02-02 13:09:29,LCCAC3,BDV,5NPAU
2019-02-02 13:10:26,LCCAC3,BDV,5NPAU
2019-02-02 13:10:47,LC3CF3,TL6,QGO3G
2019-02-02 13:14:19,LC49C3,HVQ,3POLC
2019-02-02 13:17:01,LC3626,QLT,5NPAU
2019-02-02 13:17:03,LCCAC3,BDV,5NPAU
2019-02-02 13:17:08,LCCAC3,BDV,5NPAU
2019-02-02 13:17:51,LCCAC3,BDV,5NPAU
2019-02-02 13:24:48,LC73C3,TL6,N0OTG
2019-02-02 13:24:55,LC3F47,BDV,5NPAU
2019-02-02 13:25:04,LC9DC3,TL6,QGO3G
2019-02-02 13:27:04,LC373C,BDV,5NPAU
2019-02-02 13:28:47,LC3549,BDV,5NPAU
2019-02-02 13:31:55,LC31B1,BDV,5NPAU
2019-02-02 13:36:08,LC3679,QLT,5NPAU
2019-02-02 13:40:46,LC3494,TL6,QGO3G
2019-02-02 13:46:20,LC5C37,BDV,5NPAU
2019-02-02 13:47:31,LC3B8E,QLT,5NPAU
2019-02-02 13:58:18,LCFC38,BDV,5NPAU
2019-02-02 13:58:42,LC3A60,BDV,5NPAU
2019-02-02 13:59:14,LC3D10,TL6,N0OTG
2019-02-02 14:03:09,LC3134,TL6,QGO3G
2019-02-02 14:04:06,LC3DB6,BDV,5NPAU
2019-02-02 14:04:12,LC33F1,BDV,5NPAU
2019-02-02 14:05:09,LC34B5,NVV,N0OTG
2019-02-02 14:14:21,LC3374,HVQ,GVOFK
2019-02-02 14:14:44,LC05C3,BDV,5NPAU
2019-02-02 14:19:46,LC3EE5,TL6,N0OTG
2019-02-02 14:19:50,LC3420,TL6,N0OTG
2019-02-02 14:22:49,LC3EE5,TL6,N0OTG
2019-02-02 14:23:43,LC3EE5,TL6,N0OTG
2019-02-02 14:25:05,LC3EE5,TL6,N0OTG
2019-02-02 14:25:50,LC3EE5,TL6,N0OTG
2019-02-02 14:27:46,LC3EE5,TL6,N0OTG
2019-02-02 14:28:07,LCA9C3,TL6,3POLC
2019-02-02 14:30:06,LC36BE,TL6,QGO3G
2019-02-02 14:33:29,LC381A,QLT,5NPAU
2019-02-02 14:40:36,LC3FBA,TL6,N0OTG
2019-02-02 14:40:57,LC30B6,TL6,QGO3G
2019-02-02 14:56:10,LC35C5,TL6,N0OTG
2019-02-02 14:57:10,LC3374,BDV,5NPAU
2019-02-02 15:00:30,LC370D,TL6,N0OTG
2019-02-02 15:05:07,LC6FC3,TL6,N0OTG
2019-02-02 15:07:20,LC3F04,BDV,5NPAU
2019-02-02 15:08:57,LC5C35,QLT,5NPAU
2019-02-02 15:10:28,LC3CB7,BDV,5NPAU
2019-02-02 15:20:53,LC31A0,TL6,QGO3G
2019-02-02 15:27:16,LC34A5,BDV,5NPAU
2019-02-02 15:31:12,LC9C33,BDV,5NPAU
2019-02-02 15:32:54,LC3929,BDV,5NPAU
2019-02-02 15:39:24,LC3E99,QLT,5NPAU
2019-02-02 15:39:41,LC319C,QLT,5NPAU
2019-02-02 15:40:38,LC3726,TL6,QGO3G
2019-02-02 15:40:39,LC3726,TL6,QGO3G
2019-02-02 15:48:33,LC3ED0,TL6,QGO3G
2019-02-02 15:49:54,LC39A1,QLT,N0OTG
2019-02-02 15:54:07,LC33BD,TL6,N0OTG
2019-02-02 15:55:05,LC30E6,BDV,5NPAU
2019-02-02 15:55:59,LC3CD8,BDV,N0OTG
2019-02-02 15:56:33,LC3880,BDV,5NPAU
2019-02-02 15:59:22,LC39EB,TL6,QGO3G
2019-02-02 15:59:28,LC3F28,TL6,QGO3G
2019-02-02 16:00:02,LC39AE,TL6,N0OTG
2019-02-02 16:11:17,LC3782,QLT,N0OTG
2019-02-02 16:14:23,LCC3B2,BDV,5NPAU
2019-02-02 16:18:32,LC3E09,QLT,5NPAU
2019-02-02 16:19:07,LC2C3A,BDV,N0OTG
2019-02-02 16:19:49,LC31A0,TL6,QGO3G
2019-02-02 16:21:04,LC3EAB,QLT,5NPAU
2019-02-02 16:21:09,LC3B3F,QLT,5NPAU
2019-02-02 16:21:38,LC3E31,BDV,5NPAU
2019-02-02 16:24:47,LC38A0,TL6,N0OTG
2019-02-02 16:26:20,LC3170,BDV,5NPAU
2019-02-02 16:30:53,LC33C6,QLT,5NPAU
2019-02-02 16:33:30,LC3188,BDV,5NPAU
2019-02-02 16:37:38,LC3281,TL6,QGO3G
2019-02-02 16:42:23,LC3E7E,QLT,5NPAU
2019-02-02 16:42:30,LC3900,QLT,5NPAU
2019-02-02 16:43:22,LC31E2,TL6,N0OTG
2019-02-02 16:45:39,LC3F42,TL6,QGO3G
2019-02-02 16:46:20,LC3147,QLT,5NPAU
2019-02-02 16:49:10,LC76C3,TL6,N0OTG
2019-02-02 16:49:15,LC3154,QLT,5NPAU
2019-02-02 16:54:02,LCC5C3,BDV,5NPAU
2019-02-02 16:55:32,LC32F5,TL6,N0OTG
2019-02-02 16:58:22,LC34B0,QLT,5NPAU
2019-02-02 17:00:54,LC3DAF,QLT,5NPAU
2019-02-02 17:01:10,LC381C,TL6,N0OTG
2019-02-02 17:03:35,LC32F5,TL6,N0OTG
2019-02-02 17:03:38,LC3BD0,BDV,5NPAU
2019-02-02 17:05:25,LC32F5,TL6,N0OTG
2019-02-02 17:07:01,LC32D7,TL6,QGO3G
2019-02-02 17:07:11,LC3359,TL6,N0OTG
2019-02-02 17:11:29,LC3581,QLT,5NPAU
2019-02-02 17:12:19,LC375F,QLT,5NPAU
2019-02-02 17:14:08,LC31A3,TL6,QGO3G
2019-02-02 17:14:28,LC3D41,BDV,5NPAU
2019-02-02 17:15:17,LC3D88,QLT,5NPAU
2019-02-02 17:16:22,LC3F7A,TL6,N0OTG
2019-02-02 17:22:49,LC3B07,QLT,5NPAU
2019-02-02 17:30:53,LC32B0,BDV,5NPAU
2019-02-02 17:31:04,LC3ADA,BDV,5NPAU
2019-02-02 17:31:52,LC37E9,QLT,N0OTG
2019-02-02 17:33:51,LC3011,BDV,5NPAU
2019-02-02 17:38:52,LC36DC,QLT,5NPAU
2019-02-02 17:39:07,LC1C35,QLT,5NPAU
2019-02-02 17:41:51,LC37CF,BDV,5NPAU
2019-02-02 17:42:25,LCBC34,QLT,5NPAU
2019-02-02 17:42:50,LC3F71,QLT,5NPAU
2019-02-02 17:43:00,LC3C6F,BDV,5NPAU
2019-02-02 17:44:04,LC33B6,TL6,N0OTG
2019-02-02 17:45:41,LCC346,BDV,5NPAU
2019-02-02 17:45:43,LCC346,BDV,5NPAU
2019-02-02 17:45:44,LC3F48,BDV,5NPAU
2019-02-02 17:46:38,LC3ED6,TL6,N0OTG
2019-02-02 17:46:56,LCC346,BDV,5NPAU
2019-02-02 17:47:03,LCC346,BDV,5NPAU
2019-02-02 17:47:05,LCC346,BDV,5NPAU
2019-02-02 17:47:06,LCC346,BDV,5NPAU
2019-02-02 17:47:06,LCFBC3,QLT,5NPAU
2019-02-02 17:47:08,LCFBC3,QLT,5NPAU
2019-02-02 17:47:11,LCC346,BDV,5NPAU
2019-02-02 17:47:12,LCC346,BDV,5NPAU
2019-02-02 17:47:15,LCC346,BDV,5NPAU
2019-02-02 17:47:31,LCFBC3,QLT,5NPAU
2019-02-02 17:48:53,LC342E,BDV,5NPAU
2019-02-02 17:49:04,LC3906,TL6,3POLC
2019-02-02 17:49:09,LCC35F,TL6,QGO3G
2019-02-02 17:49:22,LCC346,BDV,5NPAU
2019-02-02 17:50:06,LC3916,BDV,5NPAU
2019-02-02 17:51:14,LC3DE0,BDV,5NPAU
2019-02-02 17:51:17,LC3481,TL6,N0OTG
2019-02-02 17:53:43,LC3291,QLT,5NPAU
2019-02-02 17:54:10,LC3636,BDV,5NPAU
2019-02-02 17:58:49,LC3C8C,BDV,N0OTG
2019-02-02 17:59:17,LC38E8,TL6,QGO3G
2019-02-02 18:00:38,LC91C3,BDV,5NPAU
2019-02-02 18:01:20,LC3F6F,QLT,5NPAU
2019-02-02 18:02:18,LC3425,XA7,N0OTG
2019-02-02 18:02:41,LC39B8,TL6,QGO3G
2019-02-02 18:04:23,LCC3A5,QLT,5NPAU
2019-02-02 18:04:27,LCC3A5,QLT,5NPAU
2019-02-02 18:06:27,LC33A2,QLT,5NPAU
2019-02-02 18:06:55,LC3A01,TL6,N0OTG
2019-02-02 18:07:45,LC397D,QLT,5NPAU
2019-02-02 18:08:00,LC3C9F,TL6,N0OTG
2019-02-02 18:08:13,LCC346,BDV,5NPAU
2019-02-02 18:08:16,LCC346,BDV,5NPAU
2019-02-02 18:08:19,LCC346,BDV,5NPAU
2019-02-02 18:08:24,LCC346,BDV,5NPAU
2019-02-02 18:08:29,LCC346,BDV,5NPAU
2019-02-02 18:08:43,LC327E,QLT,5NPAU
2019-02-02 18:13:26,LC33F8,TL6,QGO3G
2019-02-02 18:15:06,LC3E01,QLT,5NPAU
2019-02-02 18:15:45,LC3E77,TL6,N0OTG
2019-02-02 18:16:33,LC3FC8,BDV,5NPAU
2019-02-02 18:16:48,LC3695,QLT,5NPAU
2019-02-02 18:17:34,LC3721,BDV,5NPAU
2019-02-02 18:19:42,LC3508,BDV,5NPAU
2019-02-02 18:20:01,LC3778,TL6,N0OTG
2019-02-02 18:20:26,LC3A90,QLT,5NPAU
2019-02-02 18:22:08,LC3A90,QLT,5NPAU
2019-02-02 18:22:42,LC3371,BDV,5NPAU
2019-02-02 18:23:35,LC3EE7,QLT,5NPAU
2019-02-02 18:28:50,LCECC3,QLT,5NPAU
2019-02-02 18:29:25,LC3A6D,QLT,5NPAU
2019-02-02 18:30:03,LC38E5,QLT,N0OTG
2019-02-02 18:33:53,LC35D8,QLT,5NPAU
2019-02-02 18:34:09,LC3DB6,XA7,N0OTG
2019-02-02 18:35:21,LC348A,QLT,5NPAU
2019-02-02 18:38:19,LC3D72,XA7,N0OTG
2019-02-02 18:38:39,LC35B3,TL6,N0OTG
2019-02-02 18:41:38,LC3C15,QLT,5NPAU
2019-02-02 18:41:50,LC3385,QLT,5NPAU
2019-02-02 18:42:25,LC34D5,QLT,5NPAU
2019-02-02 18:43:03,LC3D39,QLT,5NPAU
2019-02-02 18:43:31,LC64C3,BDV,5NPAU
2019-02-02 18:44:48,LC3AE4,QLT,5NPAU
2019-02-02 18:45:07,LC3AE4,QLT,5NPAU
2019-02-02 18:45:11,LC3359,TL6,N0OTG
2019-02-02 18:46:52,LCC36B,QLT,5NPAU
2019-02-02 18:47:11,LCC38A,BDV,5NPAU
2019-02-02 18:50:29,LC361C,QLT,5NPAU
2019-02-02 18:51:21,LC3D39,QLT,5NPAU
2019-02-02 18:51:29,LC361E,TL6,N0OTG
2019-02-02 18:51:36,LC37B3,BDV,5NPAU
2019-02-02 18:51:37,LC3A62,QLT,5NPAU
2019-02-02 18:52:06,LC3393,BDV,5NPAU
2019-02-02 18:53:15,LC3035,BDV,5NPAU
2019-02-02 18:53:36,LC3051,BDV,5NPAU
2019-02-02 18:55:45,LC3BF1,TL6,QGO3G
2019-02-02 18:55:56,LC3EE6,QLT,5NPAU
2019-02-02 18:56:43,LC34A9,TL6,QGO3G
2019-02-02 18:58:23,LC35F8,BDV,5NPAU
2019-02-02 18:58:28,LC3DA1,QLT,5NPAU
2019-02-02 18:59:03,LC6EC3,QLT,5NPAU
2019-02-02 19:00:09,LC3C8D,BDV,5NPAU
2019-02-02 19:00:36,LCC30E,BDV,5NPAU
2019-02-02 19:03:52,LC06C3,BDV,N0OTG
2019-02-02 19:04:46,LC363B,BDV,5NPAU
2019-02-02 19:06:11,LC3BF9,BDV,5NPAU
2019-02-02 19:06:42,LC3BF4,TL6,N0OTG
2019-02-02 19:08:47,LC67C3,QLT,5NPAU
2019-02-02 19:09:19,LC3DFE,TL6,QGO3G
2019-02-02 19:11:37,LC3D7C,QLT,5NPAU
2019-02-02 19:12:34,LC3576,QLT,5NPAU
2019-02-02 19:15:46,LC3761,QLT,5NPAU
2019-02-02 19:16:12,LC3F78,QLT,5NPAU
2019-02-02 19:16:46,LC3A10,BDV,5NPAU
2019-02-02 19:18:34,LC3DE4,QLT,5NPAU
2019-02-02 19:20:48,LC39A9,BDV,5NPAU
2019-02-02 19:21:49,LC35C5,QLT,5NPAU
2019-02-02 19:24:15,LC3AEA,TL6,QGO3G
2019-02-02 19:25:00,LC35DE,TL6,N0OTG
2019-02-02 19:27:10,LC3B56,QLT,5NPAU
2019-02-02 19:30:25,LCAC3B,BDV,5NPAU
2019-02-02 19:31:48,LC3E03,QLT,5NPAU
2019-02-02 19:33:34,LC34BD,BDV,5NPAU
2019-02-02 19:33:54,LC3566,QLT,5NPAU
2019-02-02 19:35:11,LC3C4B,BDV,5NPAU
2019-02-02 19:35:48,LC3759,QLT,5NPAU
2019-02-02 19:37:04,LC7C3F,QLT,5NPAU
2019-02-02 19:37:49,LC35DD,QLT,5NPAU
2019-02-02 19:37:51,LC36CC,QLT,5NPAU
2019-02-02 19:38:13,LC30B3,XA7,N0OTG
2019-02-02 19:39:00,LC3F48,BDV,5NPAU
2019-02-02 19:41:43,LC38D5,QLT,5NPAU
2019-02-02 19:44:15,LC328F,QLT,5NPAU
2019-02-02 19:46:51,LC3380,BDV,5NPAU
2019-02-02 19:50:46,LC3A90,QLT,5NPAU
2019-02-02 19:50:47,LC3A90,QLT,5NPAU
2019-02-02 19:50:53,LC3A90,QLT,5NPAU
2019-02-02 19:51:23,LC3A90,QLT,5NPAU
2019-02-02 19:51:34,LC361C,QLT,5NPAU
2019-02-02 19:51:49,LC3A90,QLT,5NPAU
2019-02-02 19:51:50,LC3A90,QLT,5NPAU
2019-02-02 19:51:54,LC3A90,QLT,5NPAU
2019-02-02 19:54:08,LC3783,QLT,5NPAU
2019-02-02 19:54:34,LC3CF8,BDV,5NPAU
2019-02-02 19:54:56,LC3703,QLT,5NPAU
2019-02-02 19:55:32,LC3C20,TL6,QGO3G
2019-02-02 20:00:00,LC3523,BDV,5NPAU
2019-02-02 20:01:00,LC3CD7,BDV,5NPAU
2019-02-02 20:01:58,LC3140,QLT,5NPAU
2019-02-02 20:05:34,LC3A21,BDV,5NPAU
2019-02-02 20:07:23,LCC31D,BDV,5NPAU
2019-02-02 20:09:10,LC3DD3,TL6,QGO3G
2019-02-02 20:11:26,LCF8C3,QLT,5NPAU
2019-02-02 20:12:44,LC9C36,TL6,QGO3G
2019-02-02 20:13:21,LC3403,QLT,5NPAU
2019-02-02 20:17:30,LC3030,BDV,5NPAU
2019-02-02 20:18:58,LC3693,BDV,5NPAU
2019-02-02 20:21:26,LC3939,BDV,N0OTG
2019-02-02 20:22:24,LC3261,QLT,5NPAU
2019-02-02 20:24:00,LC3D80,TL6,N0OTG
2019-02-02 20:24:49,LC3AD7,BDV,5NPAU
2019-02-02 20:24:52,LC3AD7,BDV,5NPAU
2019-02-02 20:25:38,LC3178,BDV,5NPAU
2019-02-02 20:25:41,LC3AD7,BDV,5NPAU
